Title,Year,Age,Netflix,Hulu,Disney,Key,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards
Triad Princess,2019,18+,1,0,0,Triad Princess2019,0,"Adventure, Drama",7.0,363,0,Taiwan,1 nomination.
Steampunk'd,2015,,1,1,0,Steampunk'd2015,0,"Game-Show, Reality-TV",6.0,262,0,USA,0
Steampunk'd,2015,,1,1,0,Steampunk'd2015,0,"Game-Show, Reality-TV",6.0,262,0,USA,0
Steampunk'd,2015,,1,1,0,Steampunk'd2015,0,"Game-Show, Reality-TV",6.0,262,0,USA,0
Steampunk'd,2015,,1,1,0,Steampunk'd2015,0,"Game-Show, Reality-TV",6.0,262,0,USA,0
Fastest Car,2018,,1,0,0,Fastest Car2018,Scott Weintrob,"Documentary, Reality-TV",7.1,1050,0,USA,0
Fastest Car,2018,,1,0,0,Fastest Car2018,Scott Weintrob,"Documentary, Reality-TV",7.1,1050,0,USA,0
1994,2019,18+,1,0,0,19942019,0,"Documentary, History",7.5,346,0,Mexico,0
Shadow,2019,7+,1,0,0,Shadow2019,0,Action,6.6,779,0,South Africa,1 win.
Jailbirds,2019,18+,1,0,0,Jailbirds2019,0,Reality-TV,7.1,792,0,0,0
To Be Continued,2015,all,1,0,0,To Be Continued2015,0,Comedy,6.3,108,0,0,0
Borderline,2016,16+,1,0,0,Borderline2016,0,Comedy,7.1,1241,0,UK,0
Borderline,2016,16+,1,0,0,Borderline2016,0,Comedy,7.1,1241,0,UK,0
Atelier,2015,16+,1,0,0,Atelier2015,"Claire Lux, John Most",Short,9.3,12,0,USA,0
Scam City,2012,,1,0,0,Scam City2012,0,"Documentary, Adventure, Reality-TV",8.0,709,0,"Canada, UK",2 nominations.
Hardy Bucks,2010,7+,1,0,0,Hardy Bucks2010,0,Comedy,8.2,601,0,Ireland,2 nominations.
The A List,2018,,1,0,0,The A List2018,"Dan Berlinka, Nina Metivier","Crime, Drama, Mystery, Thriller",5.4,1476,0,UK,1 nomination.
The A List,2018,,1,0,0,The A List2018,"Dan Berlinka, Nina Metivier","Crime, Drama, Mystery, Thriller",5.4,1476,0,UK,1 nomination.
The A List,2018,,1,0,0,The A List2018,"Dan Berlinka, Nina Metivier","Crime, Drama, Mystery, Thriller",5.4,1476,0,UK,1 nomination.
The A List,2018,,1,0,0,The A List2018,"Dan Berlinka, Nina Metivier","Crime, Drama, Mystery, Thriller",5.4,1476,0,UK,1 nomination.
Sweet Magnolias,2020,16+,1,0,0,Sweet Magnolias2020,Sheryl J. Anderson,"Drama, Romance",7.4,6535,0,USA,1 win.
The Break with Michelle Wolf,2018,18+,1,0,0,The Break with Michelle Wolf2018,0,"Comedy, Talk-Show",5.2,1790,81,USA,0
The Dark Charisma of Adolf Hitler,2012,,1,0,0,The Dark Charisma of Adolf Hitler2012,0,"Documentary, Biography, History, War",7.3,441,0,UK,0
White Rabbit Project,2016,7+,1,0,0,White Rabbit Project2016,0,Reality-TV,6.9,1500,0,USA,0
Last,2015,16+,1,0,0,Last2015,0,"Crime, Thriller",7.6,116,0,South Korea,0
Last,2015,16+,1,0,0,Last2015,0,"Crime, Thriller",7.6,116,0,South Korea,0
Solomon's Perjury,2016,,1,0,0,Solomon's Perjury2016,0,"Drama, Mystery",7.9,76,0,South Korea,0
The Disastrous Life of Saiki K.: Reawakened,2019,,1,0,0,The Disastrous Life of Saiki K.: Reawakened2019,0,"Animation, Comedy",7.9,612,0,Japan,0
Fried,2015,,1,0,0,Fried2015,Daniel Bernstein,Comedy,0.0,0,0,USA,0
Monty Don's Italian Gardens,2011,,1,0,0,Monty Don's Italian Gardens2011,0,Documentary,8.3,219,0,UK,0
The Epic Tales of Captain Underpants,2018,7+,1,0,0,The Epic Tales of Captain Underpants2018,0,"Animation, Short, Action, Adventure, Comedy, Family",6.7,617,0,USA,1 nomination.
Followers,2020,18+,1,0,0,Followers2020,0,Drama,6.2,285,0,Japan,0
Back to 1989,2016,,1,0,0,Back to 19892016,0,Drama,8.3,72,0,Taiwan,0
The Story of Maths,2008,all,1,0,0,The Story of Maths2008,0,Documentary,8.1,420,0,UK,0
Examination of Conscience,2019,18+,1,0,0,Examination of Conscience2019,0,Documentary,8.0,268,0,Spain,0
Go! Go! Cory Carson,2020,all,1,0,0,Go! Go! Cory Carson2020,0,"Animation, Family",7.9,110,0,USA,0
Go! Go! Cory Carson,2020,all,1,0,0,Go! Go! Cory Carson2020,0,"Animation, Family",7.9,110,0,USA,0
I Hear You,2019,all,1,0,0,I Hear You2019,0,"Comedy, Romance",7.3,272,0,China,0
Dinosaur King,2007,7+,1,0,0,Dinosaur King2007,0,"Animation, Action, Adventure, Family",5.5,487,0,Japan,0
The Club,2019,,1,0,0,The Club2019,Camila Ibarra,"Comedy, Drama",6.1,235,0,Mexico,0
72 Dangerous Animals: Latin America,2017,16+,1,0,0,72 Dangerous Animals: Latin America2017,0,Documentary,6.7,371,0,"Australia, USA",0
Amazing Interiors,2018,all,1,0,0,Amazing Interiors2018,Paul Woolf,Documentary,6.7,605,0,UK,0
The Forest of Love: Deep Cut,2020,,1,0,0,The Forest of Love: Deep Cut2020,0,"Crime, Drama, Horror, Thriller",6.9,169,0,Japan,0
Levius,2019,,1,0,0,Levius2019,0,"Animation, Action",7.0,341,0,Japan,0
Blackstone,2011,,1,0,0,Blackstone2011,Ron E. Scott,"Action, Drama",7.8,233,0,Canada,29 wins & 67 nominations.
Prank Encounters,2019,18+,1,0,0,Prank Encounters2019,0,Comedy,5.0,1760,40,USA,1 nomination.
Amazing Hotels: Life Beyond the Lobby,2017,,1,0,0,Amazing Hotels: Life Beyond the Lobby2017,0,Documentary,7.7,238,0,UK,0
Dragon Pilot: Hisone and Masotan,2018,16+,1,0,0,Dragon Pilot: Hisone and Masotan2018,"Shinji Higuchi, Mari Okada","Animation, Fantasy, Sci-Fi",6.8,403,0,Japan,0
Interior Design Masters,2019,,1,0,0,Interior Design Masters2019,0,Game-Show,6.6,727,0,UK,0
Mighty Little Bheem,2019,all,1,0,0,Mighty Little Bheem2019,0,"Animation, Comedy",6.4,161,0,0,0
100% Hotter,2016,,1,0,0,100% Hotter2016,0,Reality-TV,4.4,823,0,UK,0
100% Hotter,2016,,1,0,0,100% Hotter2016,0,Reality-TV,4.4,823,0,UK,0
Pup Academy,2019,,1,0,0,Pup Academy2019,Anna McRoberts,Family,6.6,248,0,USA,12 nominations.
Pup Academy,2019,,1,0,0,Pup Academy2019,Anna McRoberts,Family,6.6,248,0,USA,12 nominations.
Take My Brother Away,2018,all,1,0,0,Take My Brother Away2018,0,Drama,8.2,55,0,China,0
Coach Snoop,2016,all,1,0,0,Coach Snoop2016,0,Documentary,6.8,519,0,USA,1 nomination.
Johnny Test,2005,all,1,0,0,Johnny Test2005,"Scott Fellows, Chris Savino","Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",4.9,6419,0,"USA, Canada",1 win & 5 nominations.
Blown Away,2019,7+,1,0,0,Blown Away2019,0,Reality-TV,6.9,1471,0,Canada,1 win & 2 nominations.
Wild Arabia,2013,all,1,0,0,Wild Arabia2013,0,Documentary,8.0,470,0,UK,2 nominations.
Wild Arabia,2013,all,1,0,0,Wild Arabia2013,0,Documentary,8.0,470,0,UK,2 nominations.
Danger Mouse,2015,all,1,0,0,Danger Mouse2015,Andrew Dillon,"Animation, Action, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi",7.1,431,0,UK,1 win & 4 nominations.
The Story of Us with Morgan Freeman,2017,,1,0,0,The Story of Us with Morgan Freeman2017,0,Documentary,7.5,495,0,USA,2 nominations.
The Comedy Lineup,2018,18+,1,0,0,The Comedy Lineup2018,0,Comedy,5.8,354,100,USA,0
Selling Sunset,2019,,1,0,0,Selling Sunset2019,0,Reality-TV,6.2,2909,0,0,0
Sintonia,2019,18+,1,0,0,Sintonia2019,"Guilherme Moraes Quintella, Felipe Braga, Kondzilla","Crime, Drama",6.6,679,0,Brazil,0
Holiday Secrets,2019,16+,1,0,0,Holiday Secrets2019,0,Drama,6.5,749,0,Germany,0
Kevin Hart: Don't F**k This Up,2019,18+,1,0,0,Kevin Hart: Don't F**k This Up2019,Kevin Hart,Documentary,6.4,1474,0,USA,0
Lost Song,2018,16+,1,0,0,Lost Song2018,0,"Animation, Adventure, Drama, Fantasy, Music, Musical, Romance, Sci-Fi",7.1,278,0,Japan,0
Yago,2016,7+,1,0,0,Yago2016,0,Drama,7.3,35,0,Mexico,0
Nura: Rise of the Yokai Clan,2010,,1,1,0,Nura: Rise of the Yokai Clan2010,0,"Animation, Action, Comedy, Horror",7.6,544,0,Japan,1 nomination.
The Great Interior Design Challenge,2014,7+,1,0,0,The Great Interior Design Challenge2014,0,Documentary,7.2,360,0,UK,0
The Great Interior Design Challenge,2014,7+,1,0,0,The Great Interior Design Challenge2014,0,Documentary,7.2,360,0,UK,0
Tientsin Mystic,2017,7+,1,0,0,Tientsin Mystic2017,0,"Drama, Mystery",7.3,130,0,China,13 wins & 4 nominations.
Tientsin Mystic,2017,7+,1,0,0,Tientsin Mystic2017,0,"Drama, Mystery",7.3,130,0,China,13 wins & 4 nominations.
Redfern Now,2012,,1,0,0,Redfern Now2012,0,Drama,8.0,411,0,Australia,14 wins & 16 nominations.
Super Drags,2018,18+,1,0,0,Super Drags2018,"Paulo Lescaut, Anderson Mahanski, Fernando Mendonça","Animation, Comedy, Fantasy",5.5,1301,0,Brazil,1 nomination.
Just You,2013,,1,0,0,Just You2013,0,Romance,7.4,270,0,Taiwan,0
Zak Storm,2016,,1,0,0,Zak Storm2016,0,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",7.0,91,0,"USA, France, South Korea, Indonesia",0
An Hour to Save Your Life,2014,,1,0,0,An Hour to Save Your Life2014,0,Documentary,9.1,54,0,UK,0
Yanxi Palace: Princess Adventures,2019,,1,0,0,Yanxi Palace: Princess Adventures2019,0,Drama,0.0,0,0,China,0
Toon,2016,,1,0,0,Toon2016,"Beer ten Kate, Dirk van Pelt, Joep Vermolen",Comedy,7.7,657,0,Netherlands,2 nominations.
Monkey Planet,2014,7+,1,0,0,Monkey Planet2014,0,Documentary,8.5,85,0,UK,0
Monster Garage,2002,7+,1,0,0,Monster Garage2002,0,"Reality-TV, Sport",5.9,603,0,USA,0
Monster Garage,2002,7+,1,0,0,Monster Garage2002,0,"Reality-TV, Sport",5.9,603,0,USA,0
Monster Garage,2002,7+,1,0,0,Monster Garage2002,0,"Reality-TV, Sport",5.9,603,0,USA,0
The Murder Detectives,2015,,1,0,0,The Murder Detectives2015,0,"Documentary, Crime",7.7,218,0,UK,5 wins & 1 nomination.
The Murder Detectives,2015,,1,0,0,The Murder Detectives2015,0,"Documentary, Crime",7.7,218,0,UK,5 wins & 1 nomination.
The Bionic Vet,2010,,1,0,0,The Bionic Vet2010,0,Documentary,8.9,66,0,UK,0
Ladies Up,2020,,1,0,0,Ladies Up2020,0,Comedy,4.3,175,0,India,0
Angry Birds Toons,2013,all,1,0,0,Angry Birds Toons2013,0,"Animation, Comedy, Family",6.2,580,0,Finland,0
Maradona in Mexico,2019,,1,0,0,Maradona in Mexico2019,0,"Documentary, Comedy, Drama, Sport",7.3,576,0,"Argentina, USA, Mexico",0
Nowhere Man,2019,18+,1,0,0,Nowhere Man2019,0,"Action, Crime, Drama, Thriller",5.4,268,0,Taiwan,8 nominations.
Cheer Squad,2016,7+,1,0,0,Cheer Squad2016,0,Reality-TV,7.3,128,0,USA,1 nomination.
Motown Magic,2018,all,1,0,0,Motown Magic2018,Josh Wakely,"Animation, Comedy, Family, Fantasy, Musical",7.8,245,0,"Australia, USA",0
A Little Help with Carol Burnett,2018,,1,0,0,A Little Help with Carol Burnett2018,Carol Burnett,Talk-Show,6.0,210,0,USA,5 nominations.
Fartsa,2015,,1,0,0,Fartsa2015,0,"Crime, Drama",6.7,123,0,Russia,1 win & 4 nominations.
Fartsa,2015,,1,0,0,Fartsa2015,0,"Crime, Drama",6.7,123,0,Russia,1 win & 4 nominations.
Warrior,2018,,1,0,0,Warrior2018,0,"Action, Crime, Drama",6.7,1479,0,Denmark,2 wins & 4 nominations.
Pega Pega,2017,,1,0,0,Pega Pega2017,Claudia Souto,"Comedy, Crime, Drama",6.7,18,0,Brazil,0
Nightmare Teacher,2016,,1,0,0,Nightmare Teacher2016,0,"Drama, Horror, Mystery, Thriller",7.1,235,0,South Korea,0
Legend Quest,2017,7+,1,0,0,Legend Quest2017,"Jose C. Garcia de Letona, James Krieg","Animation, Adventure, Comedy, Fantasy, Mystery",7.5,361,0,Mexico,1 nomination.
On Children,2018,,1,0,0,On Children2018,0,"Drama, Family, Sci-Fi",7.3,287,0,Taiwan,5 wins & 9 nominations.
Legend Quest: Masters of Myth,2019,,1,0,0,Legend Quest: Masters of Myth2019,"Jose C. Garcia de Letona, James Krieg",Animation,8.0,87,0,Mexico,1 win.
Don't Call Me Crazy,2013,,1,0,0,Don't Call Me Crazy2013,0,Documentary,7.5,69,0,USA,0
Taco Chronicles,2019,7+,1,0,0,Taco Chronicles2019,0,Documentary,7.8,562,0,USA,0
The Big Family Cooking Showdown,2017,7+,1,0,0,The Big Family Cooking Showdown2017,0,Reality-TV,7.1,484,0,UK,0
Inhuman Resources,2020,,1,0,0,Inhuman Resources2020,0,"Drama, Thriller",7.2,1541,0,France,0
Fearless,2016,,1,0,0,Fearless2016,0,Documentary,7.1,247,0,USA,1 nomination.
Archibald's Next Big Thing,2019,7+,1,0,0,Archibald's Next Big Thing2019,"Drew Champion, Jacob Moffat","Animation, Adventure, Comedy",7.8,185,0,0,1 nomination.
Killer Women with Piers Morgan,2016,,1,0,0,Killer Women with Piers Morgan2016,0,"Documentary, Crime",6.5,616,0,UK,0
Memory Love,2017,,1,0,0,Memory Love2017,0,Romance,8.4,30,0,0,0
Minute to Win It,2010,7+,1,0,0,Minute to Win It2010,"Jock Millgardh, Mattias Olsson","Game-Show, Reality-TV",5.1,1009,0,USA,0
Buddy Thunderstruck,2017,7+,1,0,0,Buddy Thunderstruck2017,Ryan Wiesbrock,"Animation, Action, Comedy, Family",7.6,425,0,USA,5 nominations.
Ice Road Rescue,2015,,1,0,0,Ice Road Rescue2015,0,"Documentary, Reality-TV",8.2,115,0,UK,0
Cain and Abel,2009,,1,0,0,Cain and Abel2009,0,"Action, Drama, Romance",7.7,174,0,South Korea,2 wins & 1 nomination.
Monkey Life,2007,,1,0,0,Monkey Life2007,0,Documentary,8.8,108,0,UK,0
Strawberry Shortcake,2003,all,1,0,0,Strawberry Shortcake2003,0,"Animation, Family, Musical",4.9,241,0,USA,0
Strawberry Shortcake,2003,all,1,0,0,Strawberry Shortcake2003,0,"Animation, Family, Musical",4.9,241,0,USA,0
Strawberry Shortcake,2003,all,1,0,0,Strawberry Shortcake2003,0,"Animation, Family, Musical",4.9,241,0,USA,0
Beat Bugs,2016,all,1,0,0,Beat Bugs2016,Josh Wakely,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",7.6,468,0,"Australia, Canada",6 wins & 7 nominations.
Basketball or Nothing,2019,7+,1,0,0,Basketball or Nothing2019,0,"Documentary, Sport",7.4,428,0,USA,0
The Iliza Shlesinger Sketch Show,2020,18+,1,0,0,The Iliza Shlesinger Sketch Show2020,0,Comedy,4.8,702,0,USA,0
The Iliza Shlesinger Sketch Show,2020,18+,1,0,0,The Iliza Shlesinger Sketch Show2020,0,Comedy,4.8,702,0,USA,0
Days We Stared at the Sun,2010,16+,1,0,0,Days We Stared at the Sun2010,0,Drama,7.9,144,0,Taiwan,9 wins & 13 nominations.
Julie's Greenroom,2017,,1,0,0,Julie's Greenroom2017,"Julie Andrews, Judy Rothman Rofé, Emma Walton Hamilton","Comedy, Family, Musical",8.4,292,0,USA,3 nominations.
13 Reasons Why: Beyond the Reasons,2017,18+,1,0,0,13 Reasons Why: Beyond the Reasons2017,0,"Documentary, Short",7.9,1662,0,USA,0
13 Reasons Why: Beyond the Reasons,2017,18+,1,0,0,13 Reasons Why: Beyond the Reasons2017,0,"Documentary, Short",7.9,1662,0,USA,0
Dinotrux,2015,7+,1,0,0,Dinotrux2015,0,"Animation, Short, Action, Adventure, Comedy, Family",7.0,369,0,USA,4 wins & 5 nominations.
Talking Tom and Friends,2014,all,1,0,0,Talking Tom and Friends2014,"Boris Dolenc, Samo Login, Tom Martin","Animation, Adventure, Comedy, Family",6.1,224,0,Cyprus,0
Diamond Lover,2015,,1,0,0,Diamond Lover2015,0,Drama,6.2,83,0,China,6 wins & 4 nominations.
Outback Truckers,2012,,1,0,0,Outback Truckers2012,0,"Documentary, Reality-TV",7.5,174,0,Australia,1 nomination.
Outback Truckers,2012,,1,0,0,Outback Truckers2012,0,"Documentary, Reality-TV",7.5,174,0,Australia,1 nomination.
MegaTruckers,2012,,1,0,0,MegaTruckers2012,0,Reality-TV,6.7,33,0,Australia,0
The Fix,2018,18+,1,0,0,The Fix2018,0,"Comedy, Talk-Show",7.1,1326,0,USA,0
The World's War: Forgotten Soldiers of Empire,2014,,1,0,0,The World's War: Forgotten Soldiers of Empire2014,0,"Documentary, History",7.6,85,0,UK,0
The World's War: Forgotten Soldiers of Empire,2014,,1,0,0,The World's War: Forgotten Soldiers of Empire2014,0,"Documentary, History",7.6,85,0,UK,0
The World's War: Forgotten Soldiers of Empire,2014,,1,0,0,The World's War: Forgotten Soldiers of Empire2014,0,"Documentary, History",7.6,85,0,UK,0
The Lies Within,2019,,1,0,0,The Lies Within2019,0,"Drama, Mystery, Thriller",6.7,164,0,South Korea,0
Samantha!,2018,7+,1,0,0,Samantha!2018,Felipe Braga,Comedy,6.5,446,0,Brazil,1 nomination.
Hero Mask,2018,16+,1,0,0,Hero Mask2018,0,"Animation, Action, Crime, Sci-Fi",6.1,515,0,Japan,0
First and Last,2018,18+,1,0,0,First and Last2018,0,Documentary,6.8,326,0,0,0
Extraterrestrial,2014,,1,0,0,Extraterrestrial2014,"Colin Minihan, Stuart Ortiz, The Vicious Brothers","Action, Horror, Mystery, Sci-Fi, Thriller",5.0,14538,30,Canada,1 win & 3 nominations.
Extraterrestrial,2014,,1,0,0,Extraterrestrial2014,"Colin Minihan, Stuart Ortiz, The Vicious Brothers","Action, Horror, Mystery, Sci-Fi, Thriller",5.0,14538,30,Canada,1 win & 3 nominations.
Witch Hunt: A Century of Murder,2015,18+,1,0,0,Witch Hunt: A Century of Murder2015,0,"Crime, History",7.2,229,0,UK,0
Close Your Eyes Before It's Dark,2016,,1,0,0,Close Your Eyes Before It's Dark2016,0,Crime,7.1,124,0,Taiwan,0
Possessed,2019,,1,0,0,Possessed2019,0,"Comedy, Crime, Drama, Horror, Romance, Thriller",6.9,415,0,South Korea,0
Shine On with Reese,2018,,1,0,0,Shine On with Reese2018,0,"Documentary, Reality-TV",7.6,190,0,USA,0
My Sassy Girl,2017,,1,0,0,My Sassy Girl2017,0,"Comedy, Romance",7.0,292,0,South Korea,0
Dirt Every Day,2013,,1,0,0,Dirt Every Day2013,0,Sport,8.3,39,0,USA,0
Haunted,2018,18+,1,0,0,Haunted2018,0,"Horror, Reality-TV",4.5,2181,0,"Czech Republic, USA",0
The Horn,2016,,1,0,0,The Horn2016,0,Documentary,8.4,346,0,USA,0
Supervolcano,2005,7+,1,0,0,Supervolcano2005,Edward Canfor-Dumas,"Drama, Thriller",6.7,2277,0,"UK, Italy, Germany, Japan, USA",Nominated for 1 Primetime Emmy. Another 2 nominations.
Friday Night Tykes,2014,16+,1,0,0,Friday Night Tykes2014,0,Reality-TV,6.9,310,0,USA,0
Swift and Shift Couriers,2008,18+,1,0,0,Swift and Shift Couriers2008,0,Comedy,7.6,461,0,Australia,0
Swift and Shift Couriers,2008,18+,1,0,0,Swift and Shift Couriers2008,0,Comedy,7.6,461,0,Australia,0
Kuromukuro,2016,16+,1,0,0,Kuromukuro2016,0,"Animation, Action, Sci-Fi",7.2,1066,0,Japan,0
Burnistoun,2009,16+,1,0,0,Burnistoun2009,0,Comedy,7.9,739,0,UK,1 nomination.
Rosario Tijeras,2016,,1,0,0,Rosario Tijeras2016,0,"Action, Crime, Drama, Romance",6.0,144,0,Mexico,1 nomination.
Campus,2009,16+,1,0,0,Campus2009,0,Comedy,7.4,581,0,UK,0
Historical Roasts,2019,18+,1,0,0,Historical Roasts2019,0,Comedy,5.3,1496,0,USA,0
Historical Roasts,2019,18+,1,0,0,Historical Roasts2019,0,Comedy,5.3,1496,0,USA,0
Turbo FAST,2013,7+,1,0,0,Turbo FAST2013,0,"Animation, Action, Comedy, Family, Sci-Fi, Sport",6.6,436,0,USA,10 nominations.
Turbo FAST,2013,7+,1,0,0,Turbo FAST2013,0,"Animation, Action, Comedy, Family, Sci-Fi, Sport",6.6,436,0,USA,10 nominations.
Turbo FAST,2013,7+,1,0,0,Turbo FAST2013,0,"Animation, Action, Comedy, Family, Sci-Fi, Sport",6.6,436,0,USA,10 nominations.
Estocolmo,2016,18+,1,0,0,Estocolmo2016,"Diego Palacio, Nacho Viale","Crime, Drama, Mystery, Thriller",5.9,315,0,Argentina,1 win & 1 nomination.
Bala Loca,2016,,1,0,0,Bala Loca2016,0,Drama,8.2,143,0,Chile,0
Ingress: The Animation,2018,all,1,0,0,Ingress: The Animation2018,0,"Animation, Action, Sci-Fi",6.6,367,0,Japan,0
Nature's Weirdest Events,2012,all,1,0,0,Nature's Weirdest Events2012,0,Documentary,6.8,211,0,UK,0
Snow Wolf Family and Me,2014,all,1,0,0,Snow Wolf Family and Me2014,0,Documentary,8.2,94,0,0,0
The Good Cop,2015,,1,0,0,The Good Cop2015,"Erez Aviram, Tomer Aviram, Yuval Semo",Comedy,7.6,234,0,Israel,0
Monty Python's Fliegender Zirkus,1972,,1,0,0,Monty Python's Fliegender Zirkus1972,0,Comedy,8.2,1796,0,"UK, West Germany",0
My Only Love Song,2017,,1,0,0,My Only Love Song2017,0,"Fantasy, Romance",6.8,490,0,South Korea,0
21 Thunder,2017,18+,1,0,0,21 Thunder2017,"Riley Adams, Kenneth Hirsch, Adrian Wills",Drama,6.2,911,0,Canada,0
Sugar Rush Christmas,2019,,1,0,0,Sugar Rush Christmas2019,0,Reality-TV,6.9,253,0,USA,0
Tong: Memories,2016,7+,1,0,0,Tong: Memories2016,0,Drama,7.6,21,0,South Korea,0
Smoking,2018,18+,1,0,0,Smoking2018,0,Crime,7.5,286,0,Japan,0
Smoking,2018,18+,1,0,0,Smoking2018,0,Crime,7.5,286,0,Japan,0
Ainori Love Wagon: Asian Journey,2017,,1,0,0,Ainori Love Wagon: Asian Journey2017,0,Reality-TV,7.0,140,0,Japan,0
The Magic School Bus Rides Again,2017,all,1,0,0,The Magic School Bus Rides Again2017,0,"Animation, Adventure, Family, Fantasy",6.2,597,0,USA,1 win & 3 nominations.
Criminal: Germany,2019,,1,0,0,Criminal: Germany2019,"Jim Field Smith, George Kay","Crime, Drama, Mystery",7.7,3735,0,Germany,0
Criminal: Germany,2019,,1,0,0,Criminal: Germany2019,"Jim Field Smith, George Kay","Crime, Drama, Mystery",7.7,3735,0,Germany,0
Wonders of the Monsoon,2014,,1,0,0,Wonders of the Monsoon2014,0,Documentary,8.1,142,0,0,0
Wonders of the Monsoon,2014,,1,0,0,Wonders of the Monsoon2014,0,Documentary,8.1,142,0,0,0
Wonders of the Monsoon,2014,,1,0,0,Wonders of the Monsoon2014,0,Documentary,8.1,142,0,0,0
Love O2O,2016,16+,1,0,0,Love O2O2016,0,"Drama, Romance",8.0,1430,0,China,1 win & 2 nominations.
Love O2O,2016,16+,1,0,0,Love O2O2016,0,"Drama, Romance",8.0,1430,0,China,1 win & 2 nominations.
Anjaan: Rural Myths,2018,,1,0,0,Anjaan: Rural Myths2018,0,0,6.4,40,0,India,0
Afflicted,2018,18+,1,0,0,Afflicted2018,0,"Documentary, Mystery, Reality-TV, Talk-Show",4.9,944,0,USA,0
Fantastic,2016,16+,1,0,0,Fantastic2016,0,"Drama, Romance",7.3,103,0,South Korea,0
Strong,2016,7+,1,0,0,Strong2016,Edwin Gagiano,Short,0.0,0,0,USA,0
Battlefish,2018,,1,0,0,Battlefish2018,0,Reality-TV,7.2,309,0,0,0
VeggieTales in the City,2017,,1,0,0,VeggieTales in the City2017,0,"Animation, Short, Adventure, Comedy, Family, Music",6.1,79,0,USA,1 nomination.
Chug,2014,,1,0,0,Chug2014,0,"Documentary, Comedy, History",8.5,46,0,USA,0
Chug,2014,,1,0,0,Chug2014,0,"Documentary, Comedy, History",8.5,46,0,USA,0
Six Windows in the Desert,2020,,1,0,0,Six Windows in the Desert2020,0,"Short, Adventure, Comedy, Drama, History, Sci-Fi",7.7,55,0,Saudi Arabia,0
Apaches,2015,18+,1,0,0,Apaches2015,0,"Drama, Thriller",6.9,213,0,Spain,0
Apaches,2015,18+,1,0,0,Apaches2015,0,"Drama, Thriller",6.9,213,0,Spain,0
Puerta 7,2020,18+,1,0,0,Puerta 72020,Martin Zimmerman,"Crime, Drama, Thriller",5.5,357,0,Argentina,0
Puerta 7,2020,18+,1,0,0,Puerta 72020,Martin Zimmerman,"Crime, Drama, Thriller",5.5,357,0,Argentina,0
Lockdown,2006,7+,1,0,0,Lockdown2006,David Harris,"Short, Drama",8.0,252,0,USA,1 nomination.
Living Undocumented,2019,18+,1,0,0,Living Undocumented2019,0,Documentary,6.4,477,0,USA,2 nominations.
Dawn of the Croods,2015,7+,1,0,0,Dawn of the Croods2015,0,"Animation, Short, Adventure, Comedy, Family",5.9,488,0,USA,4 nominations.
Spirit Riding Free: Riding Academy,2020,,1,0,0,Spirit Riding Free: Riding Academy2020,0,"Animation, Action, Adventure, Family",7.7,28,0,USA,0
The New Adventures of Figaro Pho,2015,all,1,1,0,The New Adventures of Figaro Pho2015,0,Animation,7.1,43,0,Australia,2 wins & 2 nominations.
StarBeam,2020,,1,0,0,StarBeam2020,"Loris Kramer Lunsford, Jason Netter","Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",6.9,34,0,USA,0
Goodbye Mr. Black,2016,,1,0,0,Goodbye Mr. Black2016,0,"Drama, Thriller",7.0,124,0,South Korea,0
Goodbye Mr. Black,2016,,1,0,0,Goodbye Mr. Black2016,0,"Drama, Thriller",7.0,124,0,South Korea,0
Spectros,2020,18+,1,0,0,Spectros2020,0,"Fantasy, Thriller",4.5,290,0,Brazil,0
The Mortified Guide,2018,18+,1,0,0,The Mortified Guide2018,0,"Documentary, Comedy, Reality-TV",7.8,264,0,USA,0
Dragons: Rescue Riders,2019,7+,1,0,0,Dragons: Rescue Riders2019,0,"Animation, Adventure, Comedy",6.0,159,0,USA,2 nominations.
Conspiracy,2015,,1,0,0,Conspiracy2015,0,"Documentary, History",6.2,240,0,UK,0
